2017-12-22 03:43:50,b'RT @indyfly1: OPERATION 300 needs airfare support\n\xc2\xbf #unitedairlines ?\n\nRT @JGilliam_SEAL: Join me as I host @seanhannity radio show. It\xe2\x80\x99s a\xe2\x80\xa6'
2017-12-22 02:51:50,b'@united how about you change your statuses and not lie about departing on time. We should of been airborne 30 mins\xe2\x80\xa6 https://t.co/Xagd1D2KKs'
2017-12-22 01:49:56,"b'#UnitedAirlines to New Orleans for holidays (@ Gate B5 in Chicago, IL) https://t.co/7cE4QaVCTO'"
2017-12-22 01:48:49,"b""@united has a new scam $50 per ticket fee to book on phone. Website wouldn't let me check out so I called.  Big mis\xe2\x80\xa6 https://t.co/6stJrbA024"""
2017-12-22 01:36:44,"b""@united I really hope you didn't over book dogs - hate to see one of them dragged out. #unitedAIRLINES"""
2017-12-22 01:06:01,b'RT @IsthatMeebs: #UnitedAirlines is the absolute worst.  Flight delayed part 47281736'
2017-12-22 01:03:59,b'People sitting in the rear of the plane you\xe2\x80\x99re not getting off first! Sit down!! Ugh #unitedAIRLINES'
2017-12-21 22:57:57,b'How do u expect ppl to travel @united - carry on bags vary in shape/size and you have the smallest storage spaces \xf0\x9f\x99\x83\xf0\x9f\x98\x90\xf0\x9f\x98\x91 #unitedairlines #worst'
2017-12-21 22:56:28,b'Finally boarded @united flight #UA2044 already such an awful experience. #sfo #SanFrancisco #unitedairlines never again #theworst ! #rude'
2017-12-21 22:12:03,"b'1 Year Ago Today: United took delivery of their first 777-300ER, N2331U. #UnitedAirlines https://t.co/Yho0SI8bBg'"
2017-12-21 22:00:54,"b'It\xe2\x80\x99s prettiest at 35,000 feet. #UnitedAirlines #3amisstillwaytooearly https://t.co/hWDgYWLSzr'"
2017-12-21 21:49:17,"b'Therapy Dog at Dulles airport! They have several here. I want to have one in my classroom! I could use Skippy, the\xe2\x80\xa6 https://t.co/Q61LLkZRlk'"
2017-12-21 21:45:51,"b'At Dulles airport, they have therapy dogs just walking around! I want to have one for my classroom! I could use Ski\xe2\x80\xa6 https://t.co/K8vzgcex3E'"
2017-12-21 21:33:34,b'7 Best Tweets about the #UnitedAirlines Scandal https://t.co/aQLuAEoAc1'
2017-12-21 21:27:31,"b'Dear @united, Please reevaluate your customer service + find a way to handle needs; to solve problems, not read fro\xe2\x80\xa6 https://t.co/N8y5GF7NMT'"
2017-12-21 21:27:19,b'OPERATION 300 needs airfare support\n\xc2\xbf #unitedairlines ?\n\nRT @JGilliam_SEAL: Join me as I host @seanhannity radio sh\xe2\x80\xa6 https://t.co/LKFiQarjGf'
2017-12-21 21:12:02,"b'New York to Taipei, Taiwan for only $426 roundtrip with United #UnitedAirlines #NewYork https://t.co/9MusTGUtYr'"
2017-12-21 20:35:48,b'@united On hold for an hour with disability services. Operators are clearly being overworked. Hire a temp service i\xe2\x80\xa6 https://t.co/SfkHJezEvt'
2017-12-21 20:14:15,b'Growing in #Hawaii might look like a good idea for #UnitedAirlines right now. But rising competition (especially fr\xe2\x80\xa6 https://t.co/lRI89z8c3H'
2017-12-21 19:20:31,b'Some Heavy Maintenance. 8C Check on a #Boeing 737-700. #UnitedAirlines #United #Avgeek #aircraft\xe2\x80\xa6 https://t.co/rMxe3VtyOk'
2017-12-21 18:18:52,b'Classic United Livery #unitedairlines #a319 #1:200 #modelairplane #avgeek #planeaddict https://t.co/RQ8KuhxMp3'
2017-12-21 18:18:17,b'N78501: United Airlines Boeing 737-800 (Formerly With Continental Airlines) - more images and info:\xe2\x80\xa6 https://t.co/TmohgXIcFR'
2017-12-21 17:47:57,b'Introducing my latest book. Two Towers is a memoir that tells the story of a perfect personal storm: my work at\xe2\x80\xa6 https://t.co/8ov78raDmM'
2017-12-21 15:51:40,"b'#united should lose its license. Worst carrier. Insults passengers, loses their luggage and serves water that left\xe2\x80\xa6 https://t.co/XseXhv2P4L'"
2017-12-21 15:49:30,b'RT @ChaChaTheAngel: We are back to DIA!  #UnitedPawsDonation #PetParners  #UnitedAirlines #DIA https://t.co/ICb1KnUYMV'
2017-12-21 15:45:32,"b'RT @DeadLotmovie: Easy to have a great day when they r yer co-wokers! #UnitedPawsdonation l-Luke, r-Bridgett #dogs #unitedAIRLINES #therapy\xe2\x80\xa6'"
2017-12-21 15:45:25,b'why people hate #United Airlines and why their name came up to the media many times! Simply because they don\xe2\x80\x99t care\xe2\x80\xa6 https://t.co/Cffci0IgnC'
